period,timedelta,gse_x_ace,gse_y_ace,gse_z_ace,gse_x_dscovr,gse_y_dscovr,gse_z_dscovr
train_b,36 days,1586510.7,122540.5,138622.1,,,
train_b,37 days,1588325.1,115457.0,136320.0,,,
train_b,38 days,1590012.5,108326.8,133962.0,,,
train_b,39 days,1591338.4,101052.5,131448.3,,,
train_b,40 days,1592385.9,93640.4,128821.6,,,
train_b,41 days,1593131.4,86050.7,126074.6,,,
train_b,42 days,1593596.1,78262.1,123214.6,,,
train_b,43 days,1593837.0,70291.3,120261.8,,,
train_b,44 days,1593802.5,62044.7,117184.6,,,
train_b,45 days,1593557.8,53529.5,113994.4,,,
train_b,46 days,1593180.9,44811.2,110721.7,,,
train_b,47 days,1592655.4,35787.0,107330.3,,,
train_b,48 days,1592042.4,26424.8,103796.4,,,
train_b,49 days,1591424.3,16970.9,100218.3,,,
train_b,50 days,1590807.0,7260.6,96512.2,,,
train_b,51 days,1590263.4,-2639.4,92671.7,,,
train_b,52 days,1589806.2,-12626.9,88728.4,,,
train_b,53 days,1589404.0,-22636.9,84658.2,,,
train_b,54 days,1589033.1,-32594.4,80466.7,,,
train_b,55 days,1588888.9,-42464.1,76187.6,,,
train_b,56 days,1588816.1,-52165.6,71807.6,,,
train_b,57 days,1588778.0,-61661.0,67338.0,,,
train_b,58 days,1588736.6,-70910.2,62784.4,,,
train_b,59 days,1588647.1,-79877.5,58153.3,,,
train_b,60 days,1588462.8,-88541.2,53452.2,,,
train_b,61 days,1588144.5,-96901.0,48690.8,,,
train_b,62 days,1587691.6,-105014.3,43892.3,,,
train_b,63 days,1587001.6,-112777.9,39047.1,,,
train_b,64 days,1586142.8,-120327.2,34178.0,,,
train_b,65 days,1585008.1,-127577.6,29282.7,,,
train_b,66 days,1583595.8,-134573.8,24371.8,,,
train_b,67 days,1581886.3,-141335.5,19452.8,,,
train_b,68 days,1579923.6,-147921.9,14531.9,,,
train_b,69 days,1577617.1,-154308.6,9615.4,,,
train_b,70 days,1575114.8,-160592.8,4703.9,,,
train_b,71 days,1572270.3,-166728.8,-193.1,,,
train_b,72 days,1569164.1,-172776.2,-5074.1,,,
train_b,73 days,1565861.9,-178770.3,-9939.7,,,
train_b,74 days,1562367.3,-184723.0,-14787.4,,,
train_b,75 days,1558721.0,-190650.6,-19616.9,,,
train_b,76 days,1554981.1,-196564.8,-24428.2,,,
train_b,77 days,1551193.6,-202460.0,-29218.7,,,
train_b,78 days,1547428.2,-208316.1,-33988.6,,,
train_b,79 days,1543725.0,-214113.7,-38741.3,,,
train_b,80 days,1540113.3,-219828.6,-43475.4,,,
train_b,81 days,1536677.2,-225357.9,-48178.1,,,
train_b,82 days,1533404.0,-230676.5,-52849.5,,,
train_b,83 days,1530322.5,-235718.8,-57490.3,,,
train_b,84 days,1527412.8,-240439.4,-62089.6,,,
train_b,85 days,1524662.8,-244786.8,-66639.1,,,
train_b,86 days,1522068.9,-248625.8,-71115.2,,,
train_b,87 days,1519565.6,-252045.1,-75525.5,,,
train_b,88 days,1517132.1,-254994.5,-79856.0,,,
train_b,89 days,1514737.2,-257382.1,-84079.6,,,
train_b,90 days,1512344.3,-259311.4,-88214.9,,,
train_b,91 days,1509918.9,-260700.2,-92233.0,,,
train_b,92 days,1507446.1,-261667.1,-96154.3,,,
train_b,93 days,1504871.7,-262065.0,-99926.7,,,
train_b,94 days,1502188.3,-262022.9,-103573.9,,,
train_b,95 days,1499373.7,-261552.6,-107088.4,,,
train_b,96 days,1496389.5,-260632.7,-110447.7,,,
train_b,97 days,1493253.8,-259370.2,-113675.6,,,
train_b,98 days,1489928.5,-257733.7,-116742.1,,,
train_b,99 days,1486436.4,-255805.3,-119663.8,,,
train_b,100 days,1482784.7,-253619.6,-122439.3,,,
train_b,101 days,1478961.9,-251174.9,-125033.3,,,
train_b,102 days,1475046.4,-248587.2,-127506.5,,,
train_b,103 days,1471039.3,-245836.2,-129811.8,,,
train_b,104 days,1466998.9,-242977.7,-131976.1,,,
train_b,105 days,1462971.2,-240024.7,-133993.5,,,
train_b,106 days,1459034.0,-236970.1,-135839.0,,,
train_b,107 days,1455180.1,-233853.7,-137585.1,,,
train_b,108 days,1451515.6,-230619.9,-139165.8,,,
train_b,109 days,1448076.2,-227247.7,-140594.6,,,
train_b,110 days,1444897.5,-223697.3,-141868.7,,,
train_b,111 days,1442003.1,-219921.0,-142982.7,,,
train_b,112 days,1439362.0,-215906.0,-143942.3,,,
train_b,113 days,1437062.2,-211520.9,-144697.2,,,
train_b,114 days,1434977.7,-206904.9,-145253.5,,,
train_b,115 days,1433143.7,-201911.4,-145640.0,,,
train_b,116 days,1431562.4,-196291.0,-146041.8,,,
train_b,117 days,1430141.8,-190452.8,-146099.7,,,
train_b,118 days,1428897.3,-184139.9,-145948.6,,,
train_b,119 days,1427780.2,-177380.9,-145586.9,,,
train_b,120 days,1426743.9,-170239.2,-145037.8,,,
train_b,121 days,1425765.7,-162671.1,-144270.8,,,
train_b,122 days,1424806.5,-154722.6,-143297.7,,,
train_b,123 days,1423862.9,-146464.9,-142150.4,,,
train_b,124 days,1422934.4,-137817.7,-140764.7,,,
train_b,125 days,1421855.4,-128878.0,-139167.6,,,
train_b,126 days,1420677.6,-119698.0,-137374.5,,,
train_b,127 days,1419396.2,-110332.5,-135406.2,,,
train_b,128 days,1417956.9,-100789.1,-133203.0,,,
train_b,129 days,1416380.6,-91151.6,-130802.2,,,
train_b,130 days,1414743.8,-81505.5,-128303.9,,,
train_b,131 days,1412987.2,-71867.2,-125594.0,,,
train_b,132 days,1411174.7,-62304.8,-122718.7,,,
train_b,133 days,1409354.5,-52859.7,-119691.5,,,
train_b,134 days,1407559.6,-43534.7,-116541.4,,,
train_b,135 days,1405869.4,-34405.6,-113226.9,,,
train_b,136 days,1404311.2,-25434.3,-109790.0,,,
train_b,137 days,1402945.9,-16626.8,-106209.9,,,
train_b,138 days,1401788.5,-7953.1,-102509.2,,,
train_b,139 days,1400896.3,586.3,-98691.6,,,
train_b,140 days,1400262.7,9037.9,-94758.2,,,
train_b,141 days,1399966.6,17423.3,-90680.2,,,
train_b,142 days,1399893.4,25790.4,-86506.6,,,
train_b,143 days,1400121.5,34159.3,-82200.9,,,
train_b,144 days,1400592.2,42558.9,-77783.2,,,
train_b,145 days,1401311.9,51016.8,-73241.1,,,
train_b,146 days,1402233.6,59524.8,-68587.8,,,
train_b,147 days,1403347.8,68108.6,-63815.3,,,
train_b,148 days,1404592.6,76755.6,-58950.5,,,
train_b,149 days,1405971.4,85483.8,-53968.6,,,
train_b,150 days,1407423.2,94269.0,-48898.5,,,
train_b,151 days,1408919.4,103100.0,-43746.1,,,
train_b,152 days,1410423.9,111962.1,-38505.4,,,
train_b,153 days,1411903.1,120826.4,-33202.3,,,
train_b,154 days,1413315.3,129660.1,-27835.0,,,
train_b,155 days,1414627.3,138421.4,-22417.9,,,
train_b,156 days,1415810.0,147060.8,-16962.8,,,
train_b,157 days,1416849.1,155530.7,-11482.9,,,
train_b,158 days,1417684.5,163682.2,-5988.5,,,
train_b,159 days,1418442.0,171678.9,-493.8,,,
train_b,160 days,1419049.1,179241.9,4982.0,,,
train_b,161 days,1419566.5,186344.7,10427.4,,,
train_b,162 days,1420050.3,193111.1,15846.0,,,
train_b,163 days,1420543.7,199309.0,21211.3,,,
train_b,164 days,1421097.1,205047.9,26527.8,,,
train_b,165 days,1421760.4,210295.6,31787.2,,,
train_b,166 days,1422565.0,215089.8,36989.4,,,
train_b,167 days,1423586.7,219359.7,42118.7,,,
train_b,168 days,1424787.9,223270.2,47193.5,,,
train_b,169 days,1426279.7,226691.2,52185.6,,,
train_b,170 days,1427966.6,229825.6,57123.5,,,
train_b,171 days,1429923.2,232595.1,61991.9,,,
train_b,172 days,1432103.1,235087.5,66804.2,,,
train_b,173 days,1434584.1,237253.5,71507.2,,,
train_b,174 days,1437215.9,239258.5,76156.7,,,
train_b,175 days,1440119.5,240976.0,80693.7,,,
train_b,176 days,1443118.6,242589.0,85181.9,,,
train_b,177 days,1446289.2,244003.9,89567.6,,,
train_b,178 days,1449566.2,245274.4,93865.5,,,
train_b,179 days,1452923.0,246386.5,98042.5,,,
train_b,180 days,1456305.2,247383.0,102126.2,,,
train_b,181 days,1459686.8,248231.6,106102.4,,,
train_b,182 days,1463009.5,248919.9,109948.6,,,
train_b,183 days,1466264.1,249485.4,113697.9,,,
train_b,184 days,1469349.5,249817.4,117279.3,,,
train_b,185 days,1472276.6,249958.6,120766.8,,,
train_b,186 days,1474957.6,249769.1,124057.9,,,
train_b,187 days,1477457.9,249302.8,127195.3,,,
train_b,188 days,1479725.6,248441.2,130152.3,,,
train_b,189 days,1481800.4,247183.0,132943.2,,,
train_b,190 days,1483668.1,245347.8,135511.1,,,
train_b,191 days,1485437.4,243125.3,137936.1,,,
train_b,192 days,1487108.6,240334.3,140156.7,,,
train_b,193 days,1488738.7,237021.9,142182.5,,,
train_b,194 days,1490372.4,233185.4,144011.9,,,
train_b,195 days,1492047.0,228899.5,145699.9,,,
train_b,196 days,1493817.6,224039.6,147170.2,,,
train_b,197 days,1495659.6,218862.8,148515.3,,,
train_b,198 days,1497656.9,213173.5,149641.5,,,
train_b,199 days,1499772.0,207171.7,150620.6,,,
train_b,200 days,1502036.5,200833.8,151408.8,,,
train_b,201 days,1504415.9,194269.4,152042.4,,,
train_b,202 days,1506953.2,187418.6,152509.4,,,
train_b,203 days,1509598.8,180396.0,152829.2,,,
train_b,204 days,1512338.1,173233.8,153005.8,,,
train_b,205 days,1515167.5,165944.2,153003.9,,,
train_b,206 days,1518047.1,158579.7,152843.1,,,
train_b,207 days,1520947.0,151174.5,152546.8,,,
train_b,208 days,1523829.7,143746.6,152052.0,,,
train_b,209 days,1526650.2,136327.2,151404.1,,,
train_b,210 days,1529411.1,128918.4,150640.7,,,
train_b,211 days,1532010.0,121541.5,149675.8,,,
train_b,212 days,1534429.9,114189.9,148548.2,,,
train_b,213 days,1536571.2,106851.4,147219.4,,,
train_b,214 days,1538457.6,99498.1,145737.2,,,
train_b,215 days,1540012.5,92092.4,144067.7,,,
train_b,216 days,1541212.4,84582.7,142198.2,,,
train_b,217 days,1542148.8,76970.8,140187.1,,,
train_b,218 days,1542697.8,69143.8,137961.5,,,
train_b,219 days,1542901.0,61039.6,135523.0,,,
train_b,220 days,1542943.0,52780.0,132976.7,,,
train_b,221 days,1542700.3,44170.1,130210.5,,,
train_b,222 days,1542332.6,35359.0,127324.1,,,
train_b,223 days,1541837.9,26257.6,124263.0,,,
train_b,224 days,1541270.2,16931.4,121063.6,,,
train_b,225 days,1540661.5,7399.2,117728.5,,,
train_b,226 days,1540043.4,-2309.2,114261.3,,,
train_b,227 days,1539435.3,-12133.4,110693.0,,,
train_b,228 days,1538868.6,-22068.1,106989.4,,,
train_b,229 days,1538345.4,-32042.2,103193.6,,,
train_b,230 days,1537882.6,-42020.3,99294.5,,,
train_b,231 days,1537482.8,-51954.7,95301.2,,,
train_b,232 days,1537155.7,-61771.7,91202.7,,,
train_b,233 days,1536865.2,-71499.8,87048.3,,,
train_b,234 days,1536642.1,-81028.0,82800.0,,,
train_b,235 days,1536503.5,-90293.2,78463.1,,,
train_b,236 days,1536317.9,-99337.1,74059.6,,,
train_b,237 days,1536107.9,-108048.5,69572.7,,,
train_b,238 days,1535854.6,-116481.8,65022.6,,,
train_b,239 days,1535506.8,-124537.3,60393.2,,,
train_b,240 days,1535009.9,-132192.0,55683.8,,,
train_b,241 days,1534348.8,-139513.4,50908.3,,,
train_b,242 days,1533407.6,-146400.8,46051.8,,,
train_b,243 days,1532313.1,-153083.8,41156.2,,,
train_b,244 days,1530821.9,-159365.1,36159.7,,,
train_b,245 days,1528994.2,-165388.4,31096.8,,,
train_b,246 days,1526932.6,-171256.5,25990.6,,,
train_b,247 days,1524505.8,-176929.2,20823.2,,,
train_b,248 days,1521794.7,-182481.2,15613.2,,,
train_b,249 days,1518833.4,-187937.9,10374.5,,,
train_b,250 days,1515728.4,-193341.4,5122.1,,,
train_b,251 days,1512465.4,-198680.0,-142.5,,,
train_b,252 days,1509111.3,-203945.4,-5402.1,,,
train_b,253 days,1505726.7,-209166.0,-10654.5,,,
train_b,254 days,1502330.9,-214283.7,-15882.0,,,
train_b,255 days,1498978.4,-219271.4,-21072.4,,,
train_b,256 days,1495690.0,-224128.6,-26242.7,,,
train_b,257 days,1492485.4,-228835.2,-31376.4,,,
train_b,258 days,1489413.5,-233322.5,-36430.6,,,
train_b,259 days,1486503.9,-237533.6,-41413.9,,,
train_b,260 days,1483718.9,-241522.1,-46343.5,,,
train_b,261 days,1481101.8,-245195.4,-51200.5,,,
train_b,262 days,1478673.4,-248474.4,-55973.4,,,
train_b,263 days,1476406.9,-251366.7,-60668.9,,,
train_b,264 days,1474313.6,-253774.6,-65273.7,,,
train_b,265 days,1472347.5,-255773.5,-69806.7,,,
train_b,266 days,1470526.1,-257147.5,-74235.0,,,
train_b,267 days,1468763.6,-258185.3,-78608.8,,,
train_b,268 days,1467074.3,-258523.7,-82871.9,,,
train_b,269 days,1465394.5,-258391.1,-87061.0,,,
train_b,270 days,1463665.8,-257561.2,-91135.9,,,
train_b,271 days,1461883.5,-256387.0,-95152.2,,,
train_b,272 days,1459945.4,-254566.0,-99049.7,,,
train_b,273 days,1457859.9,-252335.0,-102856.7,,,
train_b,274 days,1455614.1,-249730.6,-106570.3,,,
train_b,275 days,1453141.8,-246703.5,-110147.0,,,
train_b,276 days,1450512.9,-243419.3,-113615.4,,,
train_b,277 days,1447716.4,-239872.0,-116938.9,,,
train_b,278 days,1444808.1,-236139.5,-120127.3,,,
train_b,279 days,1441817.3,-232230.4,-123146.8,,,
train_b,280 days,1438798.5,-228198.1,-126019.0,,,
train_b,281 days,1435786.8,-224044.9,-128722.4,,,
train_b,282 days,1432827.8,-219774.6,-131240.8,,,
train_b,283 days,1429970.0,-215385.5,-133560.5,,,
train_b,284 days,1427216.3,-210897.6,-135721.3,,,
train_b,285 days,1424661.5,-206246.4,-137642.1,,,
train_b,286 days,1422348.9,-201439.4,-139320.6,,,
train_b,287 days,1420052.8,-196620.8,-140984.4,,,
train_b,288 days,1418147.8,-191524.4,-142309.6,,,
train_b,289 days,1416494.2,-186234.0,-143440.4,,,
train_b,290 days,1415054.3,-180769.2,-144411.2,,,
train_b,291 days,1413949.4,-174999.4,-145141.1,,,
train_b,292 days,1413115.2,-168944.7,-145679.5,,,
train_b,293 days,1412545.0,-162422.1,-146189.9,,,
train_b,294 days,1412209.3,-155597.7,-146498.8,,,
train_b,295 days,1412124.8,-148788.2,-146125.1,,,
train_b,296 days,1412200.3,-141337.4,-145928.7,,,
train_b,297 days,1412428.8,-133488.5,-145549.0,,,
train_b,298 days,1412767.8,-125160.7,-144947.2,,,
train_b,299 days,1413142.3,-116538.6,-144200.9,,,
train_b,300 days,1413512.6,-107507.6,-143279.3,,,
train_b,301 days,1413816.1,-98145.2,-142172.6,,,
train_b,302 days,1414059.3,-88593.5,-140947.6,,,
train_b,303 days,1414142.2,-78769.9,-139493.1,,,
train_b,304 days,1414107.4,-68828.5,-137886.6,,,
train_b,305 days,1413916.0,-58797.6,-136073.7,,,
train_b,306 days,1413623.0,-48745.1,-134112.8,,,
train_b,307 days,1413214.2,-38732.6,-131934.0,,,
train_b,308 days,1412738.2,-28807.9,-129558.5,,,
train_b,309 days,1412231.2,-18969.6,-127036.6,,,
train_b,310 days,1411726.5,-9316.8,-124276.9,,,
train_b,311 days,1411256.6,188.2,-121356.5,,,
train_b,312 days,1410874.8,9476.4,-118219.4,,,
train_b,313 days,1410563.0,18630.0,-114955.1,,,
train_b,314 days,1410440.3,27505.5,-111457.2,,,
train_b,315 days,1410467.0,36210.6,-107817.5,,,
train_b,316 days,1410667.7,44738.2,-104030.9,,,
train_b,317 days,1411136.1,53045.8,-100059.6,,,
train_b,318 days,1411827.6,61205.0,-95957.4,,,
train_b,319 days,1412773.1,69223.4,-91722.4,,,
train_b,320 days,1414039.2,77111.9,-87341.7,,,
train_b,321 days,1415559.7,84929.3,-82856.7,,,
train_b,322 days,1417379.1,92699.9,-78258.1,,,
train_b,323 days,1419420.5,100462.1,-73578.6,,,
train_b,324 days,1421699.8,108242.8,-68812.5,,,
train_b,325 days,1424152.8,116059.8,-63980.0,,,
train_b,326 days,1426752.4,123936.1,-59076.7,,,
train_b,327 days,1429436.7,131867.2,-54116.0,,,
train_b,328 days,1432159.6,139830.4,-49115.4,,,
train_b,329 days,1434864.3,147807.7,-44069.6,,,
train_b,330 days,1437522.1,155773.1,-38989.8,,,
train_b,331 days,1440056.4,163658.1,-33864.1,,,
train_b,332 days,1442472.7,171434.7,-28706.5,,,
train_b,333 days,1444726.3,179030.2,-23510.7,,,
train_b,334 days,1446839.2,186429.1,-18284.5,,,
train_b,335 days,1448796.8,193523.4,-13027.1,,,
train_b,336 days,1450614.0,200270.8,-7740.5,,,
train_b,337 days,1452334.8,206706.2,-2432.8,,,
train_b,338 days,1453960.9,212694.1,2897.5,,,
train_b,339 days,1455539.1,218324.4,8241.1,,,
train_b,340 days,1457091.9,223433.2,13595.6,,,
train_b,341 days,1458653.5,228150.5,18952.7,,,
train_b,342 days,1460285.3,232200.8,24302.1,,,
train_b,343 days,1461964.7,236007.9,29643.3,,,
train_b,344 days,1463752.8,239301.9,34965.3,,,
train_b,345 days,1465699.7,242075.6,40254.5,,,
train_b,346 days,1467841.0,244364.5,45499.4,,,
train_b,347 days,1470156.4,246292.2,50712.5,,,
train_b,348 days,1472705.8,247813.6,55872.5,,,
train_b,349 days,1475493.0,248996.2,60944.1,,,
train_b,350 days,1478550.9,249852.5,65925.0,,,
train_b,351 days,1481844.2,250468.7,70814.1,,,
train_b,352 days,1485357.5,250886.8,75599.8,,,
train_b,353 days,1489042.1,251163.4,80289.4,,,
train_b,354 days,1492897.7,251295.5,84835.3,,,
train_b,355 days,1496827.9,251347.2,89276.8,,,
train_b,356 days,1500812.3,251309.1,93589.5,,,
train_b,357 days,1504782.0,251184.9,97777.3,,,
train_b,358 days,1508692.4,250967.6,101846.5,,,
train_b,359 days,1512481.1,250616.1,105780.1,,,
train_b,360 days,1516134.1,250125.4,109602.0,,,
train_b,361 days,1519709.6,249430.2,113323.8,,,
train_b,362 days,1523155.2,248490.9,116941.2,,,
train_b,363 days,1526249.8,247324.7,120410.7,,,
train_b,364 days,1529124.2,245852.0,123757.4,,,
train_b,365 days,1531760.7,243991.9,126966.7,,,
train_b,366 days,1534205.7,241764.8,130055.9,,,
train_b,367 days,1536477.6,239146.1,133023.2,,,
train_b,368 days,1538611.3,236166.0,135881.8,,,
train_b,369 days,1540594.2,232695.6,138599.4,,,
train_b,370 days,1542482.4,228787.0,141182.2,,,
train_b,371 days,1544301.8,224435.5,143631.0,,,
train_b,372 days,1546086.4,219519.9,145900.8,,,
train_b,373 days,1547867.0,214219.4,148044.5,,,
train_b,374 days,1549671.2,208671.4,150099.2,,,
train_b,375 days,1551550.6,202560.6,151934.3,,,
train_b,376 days,1553519.6,196102.2,153613.2,,,
train_b,377 days,1555636.4,189260.9,155109.4,,,
train_b,378 days,1557901.0,182151.6,156432.7,,,
train_b,379 days,1560307.8,174838.9,157593.1,,,
train_b,380 days,1562882.4,167349.4,158554.2,,,
train_b,381 days,1565593.4,159761.2,159329.2,,,
train_b,382 days,1568428.3,152132.6,159856.4,,,
train_b,383 days,1571291.7,144505.1,160296.0,,,
train_b,384 days,1574168.8,136930.9,160462.3,,,
train_b,385 days,1577017.5,129391.6,160520.4,,,
train_b,386 days,1579726.9,121942.7,160329.1,,,
train_b,387 days,1582320.3,114534.9,160016.9,,,
train_b,388 days,1584705.2,107179.1,159522.0,,,
train_b,389 days,1586859.0,99852.9,158869.9,,,
train_b,390 days,1588776.7,92531.2,158075.0,,,
train_b,391 days,1590365.2,85173.6,157101.0,,,
train_b,392 days,1591683.8,77761.8,155992.6,,,
train_b,393 days,1592771.3,70294.0,154772.0,,,
train_b,394 days,1593476.7,62690.0,153369.4,,,
train_b,395 days,1593915.7,54961.2,151832.3,,,
train_b,396 days,1594074.6,47073.7,150148.6,,,
train_b,397 days,1593993.7,39026.1,148344.7,,,
train_b,398 days,1593626.9,30736.2,146365.9,,,
train_b,399 days,1593155.5,22348.9,144318.9,,,
train_b,400 days,1592418.0,13633.1,142051.9,,,
train_b,401 days,1591628.3,4832.7,139727.7,,,
train_b,402 days,1590703.8,-4226.8,137226.3,,,
train_b,403 days,1589788.3,-13506.7,134574.5,,,
train_b,404 days,1588894.3,-22910.1,131826.9,,,
train_b,405 days,1587966.0,-32498.3,128865.3,,,
train_b,406 days,1587097.9,-42152.6,125785.4,,,
train_b,407 days,1586328.4,-51850.7,122553.5,,,
train_b,408 days,1585682.1,-61522.2,119166.6,,,
train_b,409 days,1585160.8,-71092.2,115629.8,,,
train_b,410 days,1584749.1,-80485.4,111943.3,,,
train_b,411 days,1584411.3,-89664.1,108128.0,,,
train_b,412 days,1584115.8,-98547.3,104183.0,,,
train_b,413 days,1583809.3,-107113.0,100119.9,,,
train_b,414 days,1583455.4,-115379.1,95958.9,,,
train_b,415 days,1582986.9,-123258.1,91686.3,,,
train_b,416 days,1582383.1,-130819.8,87330.4,,,
train_b,417 days,1581603.2,-138053.8,82893.9,,,
train_b,418 days,1580571.8,-144918.7,78371.9,,,
train_b,419 days,1579354.5,-151553.4,73798.3,,,
train_b,420 days,1577853.0,-157880.5,69156.9,,,
train_b,421 days,1576045.7,-163929.3,64454.4,,,
train_b,422 days,1574020.0,-169802.0,59712.7,,,
train_b,423 days,1571712.1,-175467.0,54923.6,,,
train_b,424 days,1569104.5,-180936.1,50082.6,,,
train_b,425 days,1566285.5,-186279.3,45206.0,,,
train_b,426 days,1563171.3,-191471.2,40294.0,,,
train_b,427 days,1559909.7,-196592.4,35357.9,,,
train_b,428 days,1556443.5,-201619.6,30385.4,,,
train_b,429 days,1552850.8,-206589.3,25386.5,,,
train_b,430 days,1549132.9,-211492.8,20351.4,,,
train_b,431 days,1545368.2,-216354.3,15274.4,,,
train_b,432 days,1541585.4,-221163.0,10160.9,,,
train_b,433 days,1537851.6,-225893.2,5037.8,,,
train_b,434 days,1534202.1,-230537.6,-107.5,,,
train_b,435 days,1530678.0,-235061.0,-5274.5,,,
train_b,436 days,1527330.3,-239404.1,-10461.0,,,
train_b,437 days,1524219.3,-243458.6,-15661.0,,,
train_b,438 days,1521303.1,-247206.8,-20861.9,,,
train_b,439 days,1518581.6,-250576.7,-26054.9,,,
train_b,440 days,1516064.2,-253475.0,-31230.6,,,
train_b,441 days,1513628.3,-256071.9,-36386.0,,,
train_b,442 days,1511331.4,-258072.8,-41496.5,,,
train_b,443 days,1509097.5,-259549.0,-46555.1,,,
train_b,444 days,1506883.0,-260491.8,-51550.5,,,
train_b,445 days,1504645.1,-260889.3,-56467.4,,,
train_b,446 days,1502359.8,-260836.8,-61311.4,,,
train_b,447 days,1499981.6,-260246.7,-66061.9,,,
train_b,448 days,1497493.8,-259205.0,-70719.2,,,
train_b,449 days,1494887.2,-257762.0,-75284.4,,,
train_b,450 days,1492119.2,-255869.5,-79732.6,,,
train_b,451 days,1489210.6,-253638.8,-84081.3,,,
train_b,452 days,1486115.6,-251013.5,-88297.3,,,
train_b,453 days,1482895.7,-248144.6,-92419.5,,,
train_b,454 days,1479498.3,-244950.5,-96396.6,,,
train_b,455 days,1475990.9,-241562.3,-100270.6,,,
train_b,456 days,1472371.6,-237975.4,-104023.1,,,
train_b,457 days,1468662.9,-234212.9,-107642.2,,,
train_b,458 days,1464909.1,-230338.3,-111158.1,,,
train_b,459 days,1461145.2,-226315.1,-114501.1,,,
train_b,460 days,1457420.2,-222243.0,-117764.3,,,
train_b,461 days,1453764.1,-218092.7,-120896.8,,,
train_b,462 days,1450266.8,-213859.4,-123889.2,,,
train_b,463 days,1446910.7,-209557.4,-126778.5,,,
train_b,464 days,1443824.0,-205125.6,-129510.8,,,
train_b,465 days,1441004.0,-200544.1,-132106.9,,,
train_b,466 days,1438473.7,-195769.4,-134560.5,,,
train_b,467 days,1436246.2,-190750.8,-136862.1,,,
train_b,468 days,1434352.4,-185394.9,-138980.8,,,
train_b,469 days,1432748.2,-179663.9,-140913.1,,,
train_b,470 days,1431338.2,-173632.3,-142700.1,,,
train_b,471 days,1430162.5,-167157.1,-144274.7,,,
train_b,472 days,1429192.9,-160208.6,-145619.2,,,
train_b,473 days,1428398.6,-152851.4,-146762.0,,,
train_b,474 days,1427620.9,-145320.6,-147810.9,,,
train_b,475 days,1426895.5,-137237.7,-148552.6,,,
train_b,476 days,1426180.1,-128789.9,-149068.3,,,
train_b,477 days,1425453.8,-120097.6,-149420.6,,,
train_b,478 days,1424675.7,-111051.5,-149506.7,,,
train_b,479 days,1423839.4,-101803.8,-149404.3,,,
train_b,480 days,1422916.2,-92318.0,-149095.1,,,
train_b,481 days,1421893.5,-82628.8,-148597.9,,,
train_b,482 days,1420752.8,-72862.3,-147843.3,,,
train_b,483 days,1419497.1,-63014.5,-146873.8,,,
train_b,484 days,1418166.4,-53145.1,-145759.4,,,
train_b,485 days,1416726.1,-43309.2,-144403.6,,,
train_b,486 days,1415239.8,-33532.9,-142905.8,,,
train_b,487 days,1413716.1,-23880.4,-141204.7,,,
train_b,488 days,1412200.2,-14391.2,-139319.5,,,
train_b,489 days,1410719.5,-5060.7,-137302.2,,,
train_b,490 days,1409381.9,3974.0,-135059.1,,,
train_b,491 days,1408111.4,12903.9,-132740.1,,,
train_b,492 days,1407097.7,21537.9,-130207.6,,,
train_b,493 days,1406323.3,29980.1,-127522.9,,,
train_b,494 days,1405776.2,38275.8,-124705.6,,,
train_b,495 days,1405572.5,46418.4,-121699.1,,,
train_b,496 days,1405749.3,54458.2,-118502.5,,,
train_b,497 days,1406089.7,62470.6,-115219.0,,,
train_b,498 days,1406811.4,70463.5,-111719.7,,,
train_b,499 days,1407772.9,78475.7,-108067.3,,,
train_b,500 days,1408950.5,86523.4,-104259.8,,,
train_b,501 days,1410348.9,94632.1,-100253.0,,,
train_b,502 days,1411850.1,102774.9,-96137.1,,,
train_b,503 days,1413490.2,110967.8,-91842.3,,,
train_b,504 days,1415202.4,119188.3,-87389.1,,,
train_b,505 days,1416941.6,127417.2,-82853.5,,,
train_b,506 days,1418692.2,135632.3,-78147.6,,,
train_b,507 days,1420415.9,143806.7,-73330.8,,,
train_b,508 days,1422082.2,151907.1,-68404.1,,,
train_b,509 days,1423670.1,159905.1,-63382.1,,,
train_b,510 days,1425138.3,167727.6,-58256.9,,,
train_b,511 days,1426484.9,175350.9,-53057.4,,,
train_b,512 days,1427716.8,182763.0,-47799.5,,,
train_b,513 days,1428811.1,189879.7,-42483.3,,,
train_b,514 days,1429752.6,196556.2,-37113.1,,,
train_b,515 days,1430634.3,203015.1,-31723.7,,,
train_b,516 days,1431418.9,208936.2,-26307.5,,,
train_b,517 days,1432169.3,214413.9,-20879.9,,,
train_b,518 days,1432931.9,219332.1,-15447.9,,,
train_b,519 days,1433748.3,223799.0,-10018.5,,,
train_b,520 days,1434671.7,227732.7,-4596.4,,,
train_b,521 days,1435748.8,231157.7,814.8,,,
train_b,522 days,1437027.4,234085.3,6212.4,,,
train_b,523 days,1438539.6,236556.0,11602.1,,,
train_b,524 days,1440257.1,238683.5,16981.4,,,
train_b,525 days,1442316.0,240342.4,22331.5,,,
train_b,526 days,1444567.1,241769.5,27667.9,,,
train_b,527 days,1447097.3,242886.1,32981.0,,,
train_b,528 days,1449822.0,243799.5,38274.0,,,
train_b,529 days,1452779.6,244471.9,43532.6,,,
train_b,530 days,1455885.0,244978.9,48760.2,,,
train_b,531 days,1459084.5,245367.8,53958.9,,,
train_b,532 days,1462395.9,245570.0,59094.7,,,
