period,timedelta,dst
train_b,103 days 01:00:00,1
train_b,103 days 02:00:00,7
train_b,103 days 03:00:00,8
train_b,103 days 04:00:00,5
train_b,103 days 05:00:00,1
train_b,103 days 06:00:00,-4
train_b,103 days 07:00:00,-6
train_b,103 days 08:00:00,-8
train_b,103 days 09:00:00,-5
train_b,103 days 10:00:00,-1
train_b,103 days 11:00:00,3
train_b,103 days 12:00:00,4
train_b,103 days 13:00:00,8
train_b,103 days 14:00:00,9
train_b,103 days 15:00:00,7
train_b,103 days 16:00:00,10
train_b,103 days 17:00:00,13
train_b,103 days 18:00:00,11
train_b,103 days 19:00:00,10
train_b,103 days 20:00:00,2
train_b,103 days 21:00:00,-7
train_b,103 days 22:00:00,-8
train_b,103 days 23:00:00,-10
train_b,104 days 00:00:00,-6
train_b,104 days 01:00:00,-3
train_b,104 days 02:00:00,-1
train_b,104 days 03:00:00,1
train_b,104 days 04:00:00,2
train_b,104 days 05:00:00,0
train_b,104 days 06:00:00,0
train_b,104 days 07:00:00,-2
train_b,104 days 08:00:00,-3
train_b,104 days 09:00:00,-1
train_b,104 days 10:00:00,2
train_b,104 days 11:00:00,2
train_b,104 days 12:00:00,-1
train_b,104 days 13:00:00,0
train_b,104 days 14:00:00,3
train_b,104 days 15:00:00,4
train_b,104 days 16:00:00,3
train_b,104 days 17:00:00,3
train_b,104 days 18:00:00,1
train_b,104 days 19:00:00,-7
train_b,104 days 20:00:00,-7
train_b,104 days 21:00:00,-7
train_b,104 days 22:00:00,-6
train_b,104 days 23:00:00,-5
train_b,105 days 00:00:00,-4
train_b,105 days 01:00:00,-4
train_b,105 days 02:00:00,-2
train_b,105 days 03:00:00,-3
train_b,105 days 04:00:00,-3
train_b,105 days 05:00:00,-3
train_b,105 days 06:00:00,-5
train_b,105 days 07:00:00,-6
train_b,105 days 08:00:00,-6
train_b,105 days 09:00:00,-4
train_b,105 days 10:00:00,-4
train_b,105 days 11:00:00,-3
train_b,105 days 12:00:00,-3
train_b,105 days 13:00:00,0
train_b,105 days 14:00:00,0
train_b,105 days 15:00:00,-1
train_b,105 days 16:00:00,0
train_b,105 days 17:00:00,2
train_b,105 days 18:00:00,0
train_b,105 days 19:00:00,-2
train_b,105 days 20:00:00,-1
train_b,105 days 21:00:00,-1
train_b,105 days 22:00:00,-2
train_b,105 days 23:00:00,-4
train_b,106 days 00:00:00,-5
train_b,106 days 01:00:00,-3
train_b,106 days 02:00:00,-1
train_b,106 days 03:00:00,1
train_b,106 days 04:00:00,1
train_b,106 days 05:00:00,2
train_b,106 days 06:00:00,1
train_b,106 days 07:00:00,1
train_b,106 days 08:00:00,2
train_b,106 days 09:00:00,3
train_b,106 days 10:00:00,3
train_b,106 days 11:00:00,3
train_b,106 days 12:00:00,2
train_b,106 days 13:00:00,3
train_b,106 days 14:00:00,5
train_b,106 days 15:00:00,3
train_b,106 days 16:00:00,3
train_b,106 days 17:00:00,4
train_b,106 days 18:00:00,3
train_b,106 days 19:00:00,2
train_b,106 days 20:00:00,1
train_b,106 days 21:00:00,-1
train_b,106 days 22:00:00,-3
train_b,106 days 23:00:00,-4
train_b,107 days 00:00:00,-2
train_b,107 days 01:00:00,-5
train_b,107 days 02:00:00,-5
train_b,107 days 03:00:00,-3
train_b,107 days 04:00:00,-5
train_b,107 days 05:00:00,-4
train_b,107 days 06:00:00,-5
train_b,107 days 07:00:00,-5
train_b,107 days 08:00:00,-4
train_b,107 days 09:00:00,-1
train_b,107 days 10:00:00,1
train_b,107 days 11:00:00,1
train_b,107 days 12:00:00,0
train_b,107 days 13:00:00,-1
train_b,107 days 14:00:00,-2
train_b,107 days 15:00:00,-2
train_b,107 days 16:00:00,-2
train_b,107 days 17:00:00,-1
train_b,107 days 18:00:00,-1
train_b,107 days 19:00:00,-1
train_b,107 days 20:00:00,-3
train_b,107 days 21:00:00,-4
train_b,107 days 22:00:00,-4
train_b,107 days 23:00:00,-1
train_b,108 days 00:00:00,5
train_b,108 days 01:00:00,8
train_b,108 days 02:00:00,6
train_b,108 days 03:00:00,5
train_b,108 days 04:00:00,-3
train_b,108 days 05:00:00,-10
train_b,108 days 06:00:00,-9
train_b,108 days 07:00:00,-12
train_b,108 days 08:00:00,-9
train_b,108 days 09:00:00,-10
train_b,108 days 10:00:00,-9
train_b,108 days 11:00:00,-7
train_b,108 days 12:00:00,-7
train_b,108 days 13:00:00,-3
train_b,108 days 14:00:00,3
train_b,108 days 15:00:00,9
train_b,108 days 16:00:00,8
train_b,108 days 17:00:00,6
train_b,108 days 18:00:00,9
train_b,108 days 19:00:00,14
train_b,108 days 20:00:00,8
train_b,108 days 21:00:00,-3
train_b,108 days 22:00:00,-5
train_b,108 days 23:00:00,-7
train_b,109 days 00:00:00,-7
train_b,109 days 01:00:00,-2
train_b,109 days 02:00:00,3
train_b,109 days 03:00:00,1
train_b,109 days 04:00:00,1
train_b,109 days 05:00:00,1
train_b,109 days 06:00:00,1
train_b,109 days 07:00:00,4
train_b,109 days 08:00:00,4
train_b,109 days 09:00:00,5
train_b,109 days 10:00:00,5
train_b,109 days 11:00:00,9
train_b,109 days 12:00:00,10
train_b,109 days 13:00:00,17
train_b,109 days 14:00:00,14
train_b,109 days 15:00:00,10
train_b,109 days 16:00:00,4
train_b,109 days 17:00:00,7
train_b,109 days 18:00:00,10
train_b,109 days 19:00:00,3
train_b,109 days 20:00:00,-4
train_b,109 days 21:00:00,-5
train_b,109 days 22:00:00,-8
train_b,109 days 23:00:00,-10
train_b,110 days 00:00:00,-6
train_b,110 days 01:00:00,-4
train_b,110 days 02:00:00,-5
train_b,110 days 03:00:00,-6
train_b,110 days 04:00:00,-11
train_b,110 days 05:00:00,-17
train_b,110 days 06:00:00,-15
train_b,110 days 07:00:00,-14
train_b,110 days 08:00:00,-16
train_b,110 days 09:00:00,-10
train_b,110 days 10:00:00,-10
train_b,110 days 11:00:00,-12
train_b,110 days 12:00:00,-15
train_b,110 days 13:00:00,-10
train_b,110 days 14:00:00,-7
train_b,110 days 15:00:00,-6
train_b,110 days 16:00:00,-6
train_b,110 days 17:00:00,-9
train_b,110 days 18:00:00,-10
train_b,110 days 19:00:00,-11
train_b,110 days 20:00:00,-15
train_b,110 days 21:00:00,-17
train_b,110 days 22:00:00,-17
train_b,110 days 23:00:00,-13
train_b,111 days 00:00:00,-6
train_b,111 days 01:00:00,0
train_b,111 days 02:00:00,2
train_b,111 days 03:00:00,-1
train_b,111 days 04:00:00,-5
train_b,111 days 05:00:00,-8
train_b,111 days 06:00:00,-10
train_b,111 days 07:00:00,-14
train_b,111 days 08:00:00,-13
train_b,111 days 09:00:00,-11
train_b,111 days 10:00:00,-12
train_b,111 days 11:00:00,-11
train_b,111 days 12:00:00,-9
train_b,111 days 13:00:00,-8
train_b,111 days 14:00:00,-6
train_b,111 days 15:00:00,-3
train_b,111 days 16:00:00,-2
train_b,111 days 17:00:00,-2
train_b,111 days 18:00:00,0
train_b,111 days 19:00:00,-1
train_b,111 days 20:00:00,-3
train_b,111 days 21:00:00,-9
train_b,111 days 22:00:00,-8
train_b,111 days 23:00:00,-8
train_b,112 days 00:00:00,-7
train_b,112 days 01:00:00,-11
train_b,112 days 02:00:00,-11
train_b,112 days 03:00:00,-7
train_b,112 days 04:00:00,-5
train_b,112 days 05:00:00,-2
train_b,112 days 06:00:00,-2
train_b,112 days 07:00:00,-3
train_b,112 days 08:00:00,-5
train_b,112 days 09:00:00,-5
train_b,112 days 10:00:00,-1
train_b,112 days 11:00:00,3
train_b,112 days 12:00:00,4
train_b,112 days 13:00:00,1
train_b,112 days 14:00:00,1
train_b,112 days 15:00:00,0
train_b,112 days 16:00:00,-2
train_b,112 days 17:00:00,3
train_b,112 days 18:00:00,3
train_b,112 days 19:00:00,2
train_b,112 days 20:00:00,0
train_b,112 days 21:00:00,-2
train_b,112 days 22:00:00,-6
train_b,112 days 23:00:00,-6
train_b,113 days 00:00:00,-6
train_b,113 days 01:00:00,-4
train_b,113 days 02:00:00,-5
train_b,113 days 03:00:00,-4
train_b,113 days 04:00:00,-8
train_b,113 days 05:00:00,-6
train_b,113 days 06:00:00,-3
train_b,113 days 07:00:00,-5
train_b,113 days 08:00:00,-7
train_b,113 days 09:00:00,-6
train_b,113 days 10:00:00,-5
train_b,113 days 11:00:00,-3
train_b,113 days 12:00:00,-2
train_b,113 days 13:00:00,-3
train_b,113 days 14:00:00,-4
train_b,113 days 15:00:00,-4
train_b,113 days 16:00:00,-5
train_b,113 days 17:00:00,0
train_b,113 days 18:00:00,4
train_b,113 days 19:00:00,5
train_b,113 days 20:00:00,2
train_b,113 days 21:00:00,-1
train_b,113 days 22:00:00,-3
train_b,113 days 23:00:00,-4
train_b,114 days 00:00:00,-4
train_b,114 days 01:00:00,-5
train_b,114 days 02:00:00,-4
train_b,114 days 03:00:00,-4
train_b,114 days 04:00:00,-2
train_b,114 days 05:00:00,-4
train_b,114 days 06:00:00,-2
train_b,114 days 07:00:00,-1
train_b,114 days 08:00:00,-1
train_b,114 days 09:00:00,-2
train_b,114 days 10:00:00,0
train_b,114 days 11:00:00,1
train_b,114 days 12:00:00,2
train_b,114 days 13:00:00,1
train_b,114 days 14:00:00,1
train_b,114 days 15:00:00,1
train_b,114 days 16:00:00,5
train_b,114 days 17:00:00,8
train_b,114 days 18:00:00,8
train_b,114 days 19:00:00,7
train_b,114 days 20:00:00,4
train_b,114 days 21:00:00,1
train_b,114 days 22:00:00,-2
train_b,114 days 23:00:00,-7
train_b,115 days 00:00:00,-7
train_b,115 days 01:00:00,-8
train_b,115 days 02:00:00,-8
train_b,115 days 03:00:00,-4
train_b,115 days 04:00:00,-2
train_b,115 days 05:00:00,1
train_b,115 days 06:00:00,2
train_b,115 days 07:00:00,4
train_b,115 days 08:00:00,8
train_b,115 days 09:00:00,15
train_b,115 days 10:00:00,10
train_b,115 days 11:00:00,-11
train_b,115 days 12:00:00,-22
train_b,115 days 13:00:00,-11
train_b,115 days 14:00:00,-19
train_b,115 days 15:00:00,-18
train_b,115 days 16:00:00,-17
train_b,115 days 17:00:00,-11
train_b,115 days 18:00:00,-8
train_b,115 days 19:00:00,-9
train_b,115 days 20:00:00,-13
train_b,115 days 21:00:00,-19
train_b,115 days 22:00:00,-23
train_b,115 days 23:00:00,-22
train_b,116 days 00:00:00,-19
train_b,116 days 01:00:00,-13
train_b,116 days 02:00:00,-11
train_b,116 days 03:00:00,-8
train_b,116 days 04:00:00,-9
train_b,116 days 05:00:00,-10
train_b,116 days 06:00:00,-9
train_b,116 days 07:00:00,-11
train_b,116 days 08:00:00,-10
train_b,116 days 09:00:00,-10
train_b,116 days 10:00:00,-9
train_b,116 days 11:00:00,-8
train_b,116 days 12:00:00,-8
train_b,116 days 13:00:00,-6
train_b,116 days 14:00:00,-4
train_b,116 days 15:00:00,-3
train_b,116 days 16:00:00,0
train_b,116 days 17:00:00,2
train_b,116 days 18:00:00,2
train_b,116 days 19:00:00,-1
train_b,116 days 20:00:00,-5
train_b,116 days 21:00:00,-5
train_b,116 days 22:00:00,-8
train_b,116 days 23:00:00,-11
train_b,117 days 00:00:00,-12
train_b,117 days 01:00:00,-8
train_b,117 days 02:00:00,-4
train_b,117 days 03:00:00,-3
train_b,117 days 04:00:00,-3
train_b,117 days 05:00:00,-3
train_b,117 days 06:00:00,-2
train_b,117 days 07:00:00,-1
train_b,117 days 08:00:00,-2
train_b,117 days 09:00:00,-2
train_b,117 days 10:00:00,-2
train_b,117 days 11:00:00,0
train_b,117 days 12:00:00,2
train_b,117 days 13:00:00,3
train_b,117 days 14:00:00,3
train_b,117 days 15:00:00,1
train_b,117 days 16:00:00,-1
train_b,117 days 17:00:00,-3
train_b,117 days 18:00:00,-1
train_b,117 days 19:00:00,-2
train_b,117 days 20:00:00,-3
train_b,117 days 21:00:00,-3
train_b,117 days 22:00:00,-1
train_b,117 days 23:00:00,2
train_b,118 days 00:00:00,5
train_b,118 days 01:00:00,6
train_b,118 days 02:00:00,6
train_b,118 days 03:00:00,5
train_b,118 days 04:00:00,5
train_b,118 days 05:00:00,7
train_b,118 days 06:00:00,6
train_b,118 days 07:00:00,5
train_b,118 days 08:00:00,4
train_b,118 days 09:00:00,4
train_b,118 days 10:00:00,4
train_b,118 days 11:00:00,4
train_b,118 days 12:00:00,4
train_b,118 days 13:00:00,2
train_b,118 days 14:00:00,2
train_b,118 days 15:00:00,3
train_b,118 days 16:00:00,4
train_b,118 days 17:00:00,1
train_b,118 days 18:00:00,2
train_b,118 days 19:00:00,3
train_b,118 days 20:00:00,2
train_b,118 days 21:00:00,2
train_b,118 days 22:00:00,3
train_b,118 days 23:00:00,3
train_b,119 days 00:00:00,5
train_b,119 days 01:00:00,7
train_b,119 days 02:00:00,6
train_b,119 days 03:00:00,3
train_b,119 days 04:00:00,1
train_b,119 days 05:00:00,1
train_b,119 days 06:00:00,1
train_b,119 days 07:00:00,1
train_b,119 days 08:00:00,0
train_b,119 days 09:00:00,0
train_b,119 days 10:00:00,0
train_b,119 days 11:00:00,1
train_b,119 days 12:00:00,0
train_b,119 days 13:00:00,0
train_b,119 days 14:00:00,1
train_b,119 days 15:00:00,3
train_b,119 days 16:00:00,4
train_b,119 days 17:00:00,3
train_b,119 days 18:00:00,3
train_b,119 days 19:00:00,2
train_b,119 days 20:00:00,3
train_b,119 days 21:00:00,6
train_b,119 days 22:00:00,7
train_b,119 days 23:00:00,6
train_b,120 days 00:00:00,7
train_b,120 days 01:00:00,8
train_b,120 days 02:00:00,8
train_b,120 days 03:00:00,6
train_b,120 days 04:00:00,3
train_b,120 days 05:00:00,3
train_b,120 days 06:00:00,4
train_b,120 days 07:00:00,5
train_b,120 days 08:00:00,6
train_b,120 days 09:00:00,8
train_b,120 days 10:00:00,9
train_b,120 days 11:00:00,7
train_b,120 days 12:00:00,7
train_b,120 days 13:00:00,5
train_b,120 days 14:00:00,6
train_b,120 days 15:00:00,8
train_b,120 days 16:00:00,9
train_b,120 days 17:00:00,8
train_b,120 days 18:00:00,8
train_b,120 days 19:00:00,10
train_b,120 days 20:00:00,14
train_b,120 days 21:00:00,11
train_b,120 days 22:00:00,10
train_b,120 days 23:00:00,11
train_b,121 days 00:00:00,9
train_b,121 days 01:00:00,6
train_b,121 days 02:00:00,8
train_b,121 days 03:00:00,8
train_b,121 days 04:00:00,8
train_b,121 days 05:00:00,6
train_b,121 days 06:00:00,4
train_b,121 days 07:00:00,6
train_b,121 days 08:00:00,7
train_b,121 days 09:00:00,5
train_b,121 days 10:00:00,3
train_b,121 days 11:00:00,2
train_b,121 days 12:00:00,2
train_b,121 days 13:00:00,3
train_b,121 days 14:00:00,2
train_b,121 days 15:00:00,2
train_b,121 days 16:00:00,2
train_b,121 days 17:00:00,5
train_b,121 days 18:00:00,8
train_b,121 days 19:00:00,8
train_b,121 days 20:00:00,7
train_b,121 days 21:00:00,8
train_b,121 days 22:00:00,8
train_b,121 days 23:00:00,8
train_b,122 days 00:00:00,10
train_b,122 days 01:00:00,12
train_b,122 days 02:00:00,13
train_b,122 days 03:00:00,13
train_b,122 days 04:00:00,16
train_b,122 days 05:00:00,16
train_b,122 days 06:00:00,16
train_b,122 days 07:00:00,18
train_b,122 days 08:00:00,16
train_b,122 days 09:00:00,16
train_b,122 days 10:00:00,17
train_b,122 days 11:00:00,14
train_b,122 days 12:00:00,13
train_b,122 days 13:00:00,10
train_b,122 days 14:00:00,9
train_b,122 days 15:00:00,3
train_b,122 days 16:00:00,8
train_b,122 days 17:00:00,15
train_b,122 days 18:00:00,15
train_b,122 days 19:00:00,9
train_b,122 days 20:00:00,5
train_b,122 days 21:00:00,-2
train_b,122 days 22:00:00,-7
train_b,122 days 23:00:00,-8
train_b,123 days 00:00:00,-5
train_b,123 days 01:00:00,-3
train_b,123 days 02:00:00,26
train_b,123 days 03:00:00,-10
train_b,123 days 04:00:00,-19
train_b,123 days 05:00:00,-39
train_b,123 days 06:00:00,-68
train_b,123 days 07:00:00,-72
train_b,123 days 08:00:00,-68
train_b,123 days 09:00:00,-62
train_b,123 days 10:00:00,-64
train_b,123 days 11:00:00,-60
train_b,123 days 12:00:00,-64
train_b,123 days 13:00:00,-61
train_b,123 days 14:00:00,-58
train_b,123 days 15:00:00,-55
train_b,123 days 16:00:00,-49
train_b,123 days 17:00:00,-43
train_b,123 days 18:00:00,-42
train_b,123 days 19:00:00,-47
train_b,123 days 20:00:00,-50
train_b,123 days 21:00:00,-54
train_b,123 days 22:00:00,-53
train_b,123 days 23:00:00,-46
train_b,124 days 00:00:00,-46
train_b,124 days 01:00:00,-53
train_b,124 days 02:00:00,-53
train_b,124 days 03:00:00,-50
train_b,124 days 04:00:00,-49
train_b,124 days 05:00:00,-48
train_b,124 days 06:00:00,-46
train_b,124 days 07:00:00,-45
train_b,124 days 08:00:00,-42
train_b,124 days 09:00:00,-39
train_b,124 days 10:00:00,-36
train_b,124 days 11:00:00,-34
train_b,124 days 12:00:00,-34
train_b,124 days 13:00:00,-32
train_b,124 days 14:00:00,-31
train_b,124 days 15:00:00,-26
train_b,124 days 16:00:00,-20
train_b,124 days 17:00:00,-17
train_b,124 days 18:00:00,-15
train_b,124 days 19:00:00,-15
train_b,124 days 20:00:00,-25
train_b,124 days 21:00:00,-25
train_b,124 days 22:00:00,-27
train_b,124 days 23:00:00,-27
train_b,125 days 00:00:00,-26
train_b,125 days 01:00:00,-25
train_b,125 days 02:00:00,-21
train_b,125 days 03:00:00,-19
train_b,125 days 04:00:00,-21
train_b,125 days 05:00:00,-20
train_b,125 days 06:00:00,-20
train_b,125 days 07:00:00,-20
train_b,125 days 08:00:00,-20
train_b,125 days 09:00:00,-16
train_b,125 days 10:00:00,-18
train_b,125 days 11:00:00,-20
train_b,125 days 12:00:00,-21
train_b,125 days 13:00:00,-21
train_b,125 days 14:00:00,-21
train_b,125 days 15:00:00,-20
train_b,125 days 16:00:00,-18
train_b,125 days 17:00:00,-18
train_b,125 days 18:00:00,-17
train_b,125 days 19:00:00,-16
train_b,125 days 20:00:00,-16
train_b,125 days 21:00:00,-15
train_b,125 days 22:00:00,-14
train_b,125 days 23:00:00,-15
train_b,126 days 00:00:00,-17
train_b,126 days 01:00:00,-17
train_b,126 days 02:00:00,-15
train_b,126 days 03:00:00,-14
train_b,126 days 04:00:00,-14
train_b,126 days 05:00:00,-14
train_b,126 days 06:00:00,-14
train_b,126 days 07:00:00,-13
train_b,126 days 08:00:00,-15
train_b,126 days 09:00:00,-15
train_b,126 days 10:00:00,-14
train_b,126 days 11:00:00,-14
train_b,126 days 12:00:00,-13
train_b,126 days 13:00:00,-12
train_b,126 days 14:00:00,-12
train_b,126 days 15:00:00,-12
train_b,126 days 16:00:00,-12
train_b,126 days 17:00:00,-12
train_b,126 days 18:00:00,-13
train_b,126 days 19:00:00,-12
train_b,126 days 20:00:00,-11
train_b,126 days 21:00:00,-8
train_b,126 days 22:00:00,-7
train_b,126 days 23:00:00,-7
train_b,127 days 00:00:00,-9
train_b,127 days 01:00:00,-9
train_b,127 days 02:00:00,-8
train_b,127 days 03:00:00,-7
train_b,127 days 04:00:00,-6
train_b,127 days 05:00:00,-5
train_b,127 days 06:00:00,-3
train_b,127 days 07:00:00,-3
train_b,127 days 08:00:00,-4
train_b,127 days 09:00:00,-4
train_b,127 days 10:00:00,-3
train_b,127 days 11:00:00,-2
train_b,127 days 12:00:00,-3
train_b,127 days 13:00:00,-4
train_b,127 days 14:00:00,-5
train_b,127 days 15:00:00,-6
train_b,127 days 16:00:00,-4
train_b,127 days 17:00:00,-2
train_b,127 days 18:00:00,-3
train_b,127 days 19:00:00,-5
train_b,127 days 20:00:00,-7
train_b,127 days 21:00:00,-9
train_b,127 days 22:00:00,-10
train_b,127 days 23:00:00,-8
train_b,128 days 00:00:00,-6
train_b,128 days 01:00:00,-3
train_b,128 days 02:00:00,0
train_b,128 days 03:00:00,-5
train_b,128 days 04:00:00,-9
train_b,128 days 05:00:00,-11
train_b,128 days 06:00:00,-13
train_b,128 days 07:00:00,-14
train_b,128 days 08:00:00,-15
train_b,128 days 09:00:00,-17
train_b,128 days 10:00:00,-14
train_b,128 days 11:00:00,-11
train_b,128 days 12:00:00,-10
train_b,128 days 13:00:00,-10
train_b,128 days 14:00:00,-12
train_b,128 days 15:00:00,-11
train_b,128 days 16:00:00,-11
train_b,128 days 17:00:00,-12
train_b,128 days 18:00:00,-14
train_b,128 days 19:00:00,-15
train_b,128 days 20:00:00,-12
train_b,128 days 21:00:00,-10
train_b,128 days 22:00:00,-10
train_b,128 days 23:00:00,-12
train_b,129 days 00:00:00,-12
train_b,129 days 01:00:00,-11
train_b,129 days 02:00:00,-11
train_b,129 days 03:00:00,-12
train_b,129 days 04:00:00,-9
train_b,129 days 05:00:00,-6
train_b,129 days 06:00:00,-3
train_b,129 days 07:00:00,-4
train_b,129 days 08:00:00,-6
train_b,129 days 09:00:00,-7
train_b,129 days 10:00:00,-7
train_b,129 days 11:00:00,-8
train_b,129 days 12:00:00,-10
train_b,129 days 13:00:00,-9
train_b,129 days 14:00:00,-2
train_b,129 days 15:00:00,4
train_b,129 days 16:00:00,7
train_b,129 days 17:00:00,10
train_b,129 days 18:00:00,11
train_b,129 days 19:00:00,5
train_b,129 days 20:00:00,17
train_b,129 days 21:00:00,10
train_b,129 days 22:00:00,-33
train_b,129 days 23:00:00,-19
train_b,130 days 00:00:00,-66
train_b,130 days 01:00:00,-69
train_b,130 days 02:00:00,-61
train_b,130 days 03:00:00,-63
train_b,130 days 04:00:00,-56
train_b,130 days 05:00:00,-53
train_b,130 days 06:00:00,-53
train_b,130 days 07:00:00,-48
train_b,130 days 08:00:00,-45
train_b,130 days 09:00:00,-34
train_b,130 days 10:00:00,-33
train_b,130 days 11:00:00,-43
train_b,130 days 12:00:00,-44
train_b,130 days 13:00:00,-40
train_b,130 days 14:00:00,-30
train_b,130 days 15:00:00,-19
train_b,130 days 16:00:00,-20
train_b,130 days 17:00:00,-27
train_b,130 days 18:00:00,-30
train_b,130 days 19:00:00,-28
train_b,130 days 20:00:00,-23
train_b,130 days 21:00:00,-8
train_b,130 days 22:00:00,-11
train_b,130 days 23:00:00,-13
train_b,131 days 00:00:00,-26
train_b,131 days 01:00:00,-37
train_b,131 days 02:00:00,-33
train_b,131 days 03:00:00,-32
train_b,131 days 04:00:00,-39
train_b,131 days 05:00:00,-41
train_b,131 days 06:00:00,-38
train_b,131 days 07:00:00,-32
train_b,131 days 08:00:00,-29
train_b,131 days 09:00:00,-27
train_b,131 days 10:00:00,-27
train_b,131 days 11:00:00,-29
train_b,131 days 12:00:00,-30
train_b,131 days 13:00:00,-28
train_b,131 days 14:00:00,-27
train_b,131 days 15:00:00,-26
train_b,131 days 16:00:00,-23
train_b,131 days 17:00:00,-23
train_b,131 days 18:00:00,-23
train_b,131 days 19:00:00,-23
train_b,131 days 20:00:00,-22
train_b,131 days 21:00:00,-23
train_b,131 days 22:00:00,-19
train_b,131 days 23:00:00,-19
train_b,132 days 00:00:00,-23
train_b,132 days 01:00:00,-26
train_b,132 days 02:00:00,-25
train_b,132 days 03:00:00,-24
train_b,132 days 04:00:00,-26
train_b,132 days 05:00:00,-24
train_b,132 days 06:00:00,-22
train_b,132 days 07:00:00,-25
train_b,132 days 08:00:00,-25
train_b,132 days 09:00:00,-24
train_b,132 days 10:00:00,-24
train_b,132 days 11:00:00,-21
train_b,132 days 12:00:00,-19
train_b,132 days 13:00:00,-14
train_b,132 days 14:00:00,-12
train_b,132 days 15:00:00,-12
train_b,132 days 16:00:00,-10
train_b,132 days 17:00:00,-9
train_b,132 days 18:00:00,-6
train_b,132 days 19:00:00,-9
train_b,132 days 20:00:00,-11
train_b,132 days 21:00:00,-10
train_b,132 days 22:00:00,-11
train_b,132 days 23:00:00,-12
train_b,133 days 00:00:00,-13
train_b,133 days 01:00:00,-14
train_b,133 days 02:00:00,-15
train_b,133 days 03:00:00,-15
train_b,133 days 04:00:00,-15
train_b,133 days 05:00:00,-15
train_b,133 days 06:00:00,-12
train_b,133 days 07:00:00,-10
train_b,133 days 08:00:00,-10
train_b,133 days 09:00:00,-10
train_b,133 days 10:00:00,-9
train_b,133 days 11:00:00,-9
train_b,133 days 12:00:00,-6
train_b,133 days 13:00:00,-4
train_b,133 days 14:00:00,-1
train_b,133 days 15:00:00,2
train_b,133 days 16:00:00,4
train_b,133 days 17:00:00,1
train_b,133 days 18:00:00,-2
train_b,133 days 19:00:00,-1
train_b,133 days 20:00:00,-2
train_b,133 days 21:00:00,-1
train_b,133 days 22:00:00,-4
train_b,133 days 23:00:00,-10
train_b,134 days 00:00:00,-11
train_b,134 days 01:00:00,-11
train_b,134 days 02:00:00,-10
train_b,134 days 03:00:00,-8
train_b,134 days 04:00:00,-7
train_b,134 days 05:00:00,-6
train_b,134 days 06:00:00,-3
train_b,134 days 07:00:00,0
train_b,134 days 08:00:00,2
train_b,134 days 09:00:00,3
train_b,134 days 10:00:00,1
train_b,134 days 11:00:00,-1
train_b,134 days 12:00:00,-4
train_b,134 days 13:00:00,-4
train_b,134 days 14:00:00,-5
train_b,134 days 15:00:00,-3
train_b,134 days 16:00:00,-1
train_b,134 days 17:00:00,2
train_b,134 days 18:00:00,2
train_b,134 days 19:00:00,2
train_b,134 days 20:00:00,2
train_b,134 days 21:00:00,1
train_b,134 days 22:00:00,-3
train_b,134 days 23:00:00,-8
train_b,135 days 00:00:00,-10
train_b,135 days 01:00:00,-9
train_b,135 days 02:00:00,-12
train_b,135 days 03:00:00,-15
train_b,135 days 04:00:00,-15
train_b,135 days 05:00:00,-10
train_b,135 days 06:00:00,-9
train_b,135 days 07:00:00,-7
train_b,135 days 08:00:00,-3
train_b,135 days 09:00:00,3
train_b,135 days 10:00:00,-7
train_b,135 days 11:00:00,-19
train_b,135 days 12:00:00,-17
train_b,135 days 13:00:00,-9
train_b,135 days 14:00:00,-11
train_b,135 days 15:00:00,-20
train_b,135 days 16:00:00,-25
train_b,135 days 17:00:00,-27
train_b,135 days 18:00:00,-27
train_b,135 days 19:00:00,-40
train_b,135 days 20:00:00,-43
train_b,135 days 21:00:00,-40
train_b,135 days 22:00:00,-38
train_b,135 days 23:00:00,-42
train_b,136 days 00:00:00,-42
train_b,136 days 01:00:00,-46
train_b,136 days 02:00:00,-43
train_b,136 days 03:00:00,-49
train_b,136 days 04:00:00,-44
train_b,136 days 05:00:00,-44
train_b,136 days 06:00:00,-40
train_b,136 days 07:00:00,-37
train_b,136 days 08:00:00,-31
train_b,136 days 09:00:00,-27
train_b,136 days 10:00:00,-27
train_b,136 days 11:00:00,-27
train_b,136 days 12:00:00,-30
train_b,136 days 13:00:00,-25
train_b,136 days 14:00:00,-25
train_b,136 days 15:00:00,-25
train_b,136 days 16:00:00,-24
train_b,136 days 17:00:00,-19
train_b,136 days 18:00:00,-17
train_b,136 days 19:00:00,-17
train_b,136 days 20:00:00,-15
train_b,136 days 21:00:00,-16
train_b,136 days 22:00:00,-13
train_b,136 days 23:00:00,-18
train_b,137 days 00:00:00,-22
train_b,137 days 01:00:00,-24
train_b,137 days 02:00:00,-25
train_b,137 days 03:00:00,-30
train_b,137 days 04:00:00,-31
train_b,137 days 05:00:00,-26
train_b,137 days 06:00:00,-24
train_b,137 days 07:00:00,-25
train_b,137 days 08:00:00,-26
train_b,137 days 09:00:00,-25
train_b,137 days 10:00:00,-24
train_b,137 days 11:00:00,-22
train_b,137 days 12:00:00,-19
train_b,137 days 13:00:00,-16
train_b,137 days 14:00:00,-15
train_b,137 days 15:00:00,-17
train_b,137 days 16:00:00,-21
train_b,137 days 17:00:00,-20
train_b,137 days 18:00:00,-21
train_b,137 days 19:00:00,-15
train_b,137 days 20:00:00,-10
train_b,137 days 21:00:00,-10
train_b,137 days 22:00:00,-9
